shipment_id,timestamp,lat,lon
SHP-10080,2026-09-02 13:00,43.176,-90.451
SHP-10081,2026-08-29 12:12,32.626,-82.3551
SHP-10081,2026-08-30 07:29,32.6368,-81.6073
SHP-10081,2026-08-31 02:46,44.9576,-92.0601
SHP-10081,2026-08-31 22:03,37.4308,-81.2678
SHP-10081,2026-09-01 17:20,44.432,-81.4792
SHP-10081,2026-09-02 12:37,43.1511,-99.8147
SHP-10082,2026-08-30 18:22,34.0926,-83.8237
SHP-10082,2026-08-31 07:33,34.9603,-85.3776
SHP-10082,2026-08-31 20:43,39.7243,-85.628
SHP-10082,2026-09-01 09:53,30.2113,-93.2578
SHP-10082,2026-09-01 23:04,34.4254,-86.512
SHP-10082,2026-09-02 12:14,32.8974,-87.7809
SHP-10083,2026-09-01 04:50,36.701,-94.6601
SHP-10083,2026-09-01 11:10,34.9444,-88.3508
SHP-10083,2026-09-01 17:31,38.5932,-94.7689
SHP-10083,2026-09-01 23:51,35.3933,-95.2739
SHP-10083,2026-09-02 06:12,40.0168,-90.6921
SHP-10083,2026-09-02 12:32,32.3958,-86.2785
SHP-10084,2026-08-31 02:42,36.2377,-89.0153
SHP-10084,2026-08-31 09:48,37.0624,-89.2496
SHP-10084,2026-08-31 16:54,39.9614,-95.6318
SHP-10084,2026-08-31 23:59,33.712,-84.9052
SHP-10084,2026-09-01 07:05,43.097,-98.3626
SHP-10084,2026-09-01 14:10,36.7012,-85.9247
SHP-10085,2026-08-31 18:35,33.081,-88.337
SHP-10085,2026-09-01 03:13,31.3641,-89.7925
SHP-10085,2026-09-01 11:51,42.1304,-90.9314
SHP-10085,2026-09-01 20:28,37.6987,-90.864
SHP-10085,2026-09-02 05:06,30.8661,-90.7524
SHP-10085,2026-09-02 13:44,42.1037,-85.5344
SHP-10086,2026-08-31 04:55,34.3064,-96.4004
SHP-10086,2026-08-31 11:45,32.0314,-87.1695
SHP-10086,2026-08-31 18:34,40.9393,-80.7243
SHP-10086,2026-09-01 01:24,35.6169,-82.1733
SHP-10086,2026-09-01 08:13,36.7281,-81.6577
SHP-10086,2026-09-01 15:03,35.6624,-98.395
SHP-10087,2026-08-28 14:41,44.6774,-90.7399
SHP-10087,2026-08-29 14:19,40.7864,-91.5174
SHP-10087,2026-08-30 13:56,35.6891,-95.4067
SHP-10087,2026-08-31 13:34,36.9094,-96.8976
SHP-10087,2026-09-01 13:12,32.8272,-82.4958
SHP-10087,2026-09-02 12:50,41.4823,-99.3557
SHP-10088,2026-08-30 04:58,30.6636,-91.2207
SHP-10088,2026-08-30 17:18,38.0964,-84.9123
SHP-10088,2026-08-31 05:38,41.641,-97.1973
SHP-10088,2026-08-31 17:57,44.9023,-95.3168
SHP-10088,2026-09-01 06:17,43.746,-88.4778
SHP-10088,2026-09-01 18:36,38.6621,-84.5492
SHP-10089,2026-08-30 11:57,43.6737,-87.4801
SHP-10089,2026-08-31 02:30,36.408,-90.0876
SHP-10089,2026-08-31 17:02,44.5844,-81.1683
SHP-10089,2026-09-01 07:35,40.0701,-84.2839
SHP-10089,2026-09-01 22:07,34.781,-91.6735
SHP-10089,2026-09-02 12:40,32.2383,-92.4708
SHP-10090,2026-08-29 08:38,33.6429,-95.9333
SHP-10090,2026-08-30 04:44,39.7006,-81.5555
SHP-10090,2026-08-31 00:51,42.707,-98.1507
SHP-10090,2026-08-31 20:57,40.8688,-96.1904
SHP-10090,2026-09-01 17:03,34.0269,-86.5266
SHP-10090,2026-09-02 13:09,39.0438,-82.5276
SHP-10091,2026-08-31 17:56,44.4312,-97.6537
SHP-10091,2026-09-01 02:28,44.9936,-90.4216
SHP-10091,2026-09-01 11:00,33.6389,-87.912
SHP-10091,2026-09-01 19:31,33.0677,-81.6975
SHP-10091,2026-09-02 04:03,38.2812,-84.4897
SHP-10091,2026-09-02 12:35,35.7099,-89.327
SHP-10092,2026-08-30 17:15,34.6938,-99.0857
SHP-10092,2026-08-31 06:36,42.9613,-85.175
SHP-10092,2026-08-31 19:57,30.2433,-88.9338
SHP-10092,2026-09-01 09:17,38.7605,-85.5998
SHP-10092,2026-09-01 22:38,34.4279,-96.0762
SHP-10092,2026-09-02 11:59,33.4503,-88.6042
SHP-10093,2026-08-31 13:17,32.539,-85.5937
SHP-10093,2026-08-31 20:53,37.3247,-81.662
SHP-10093,2026-09-01 04:30,38.1321,-87.1638
SHP-10093,2026-09-01 12:06,30.881,-99.3235
SHP-10093,2026-09-01 19:42,42.7005,-81.0962
SHP-10093,2026-09-02 03:18,40.0232,-84.7132
SHP-10094,2026-08-30 18:13,39.8893,-99.6854
SHP-10094,2026-08-31 00:57,37.9832,-91.7732
SHP-10094,2026-08-31 07:42,30.2509,-85.5561
SHP-10094,2026-08-31 14:26,38.0361,-94.2662
SHP-10094,2026-08-31 21:10,37.5332,-86.0428
SHP-10094,2026-09-01 03:55,36.4586,-81.2058
SHP-10095,2026-08-30 02:30,36.0904,-88.7
SHP-10095,2026-08-30 19:04,44.8535,-95.4829
SHP-10095,2026-08-31 11:39,40.2606,-83.0427
SHP-10095,2026-09-01 04:13,39.806,-82.8356
SHP-10095,2026-09-01 20:48,41.3938,-98.13
SHP-10095,2026-09-02 13:22,35.689,-88.946
SHP-10096,2026-08-29 04:50,43.7873,-95.4047
SHP-10096,2026-08-30 01:36,43.5191,-86.1542
SHP-10096,2026-08-30 22:22,38.5018,-94.5781
SHP-10096,2026-08-31 19:07,43.8624,-86.3114
SHP-10096,2026-09-01 15:53,34.2056,-89.1394
SHP-10096,2026-09-02 12:38,39.8716,-96.4129
SHP-10097,2026-08-29 17:34,42.7416,-86.4593
SHP-10097,2026-08-30 11:53,38.1084,-92.3231
SHP-10097,2026-08-31 06:11,41.0962,-84.19
SHP-10097,2026-09-01 00:29,40.3397,-98.4314
SHP-10097,2026-09-01 18:48,41.1818,-93.0828
SHP-10097,2026-09-02 13:06,31.4653,-95.3571
SHP-10098,2026-08-30 23:54,35.3372,-81.1771
SHP-10098,2026-08-31 12:10,36.4777,-86.4061
SHP-10098,2026-09-01 00:26,39.9101,-98.2861
SHP-10098,2026-09-01 12:41,39.2792,-84.0389
SHP-10098,2026-09-02 00:57,40.6966,-98.3592
SHP-10098,2026-09-02 13:12,32.3133,-85.7665
SHP-10099,2026-08-31 08:24,38.3548,-89.7512
SHP-10099,2026-08-31 18:59,31.5494,-98.2076
SHP-10099,2026-09-01 05:33,38.3133,-88.0615
SHP-10099,2026-09-01 16:08,41.7666,-82.7256
SHP-10099,2026-09-02 02:43,30.1851,-91.7238
SHP-10099,2026-09-02 13:17,41.6875,-85.5031
SHP-10100,2026-08-31 21:43,36.3165,-90.3154
SHP-10100,2026-09-01 05:38,31.1538,-94.966
SHP-10100,2026-09-01 13:33,33.6989,-87.4993
SHP-10100,2026-09-01 21:27,38.9071,-96.089
SHP-10100,2026-09-02 05:22,31.6046,-93.9068
SHP-10100,2026-09-02 13:17,44.2324,-93.3557
SHP-10101,2026-08-29 06:56,37.1851,-96.4473
SHP-10101,2026-08-30 03:06,35.9736,-93.6172
SHP-10101,2026-08-30 23:16,41.0231,-87.342
SHP-10101,2026-08-31 19:25,44.5164,-84.3605
SHP-10101,2026-09-01 15:35,34.8883,-94.394
SHP-10101,2026-09-02 11:45,41.788,-92.6997
SHP-10102,2026-08-29 12:18,42.4692,-98.6168
SHP-10102,2026-08-30 06:50,42.7168,-84.0991
SHP-10102,2026-08-31 01:23,40.0947,-97.2164
SHP-10102,2026-08-31 19:55,34.5425,-94.9464
SHP-10102,2026-09-01 14:28,32.3121,-91.5374
SHP-10102,2026-09-02 09:00,35.6549,-91.0187
SHP-10103,2026-08-28 21:38,38.0536,-87.2364
SHP-10103,2026-08-29 19:33,31.2747,-84.6209
SHP-10103,2026-08-30 17:29,39.864,-92.8998
SHP-10103,2026-08-31 15:24,39.705,-99.1141
SHP-10103,2026-09-01 13:20,44.7541,-86.4506
SHP-10103,2026-09-02 11:15,35.9943,-84.9463
SHP-10104,2026-08-29 14:18,36.9459,-86.4089
SHP-10104,2026-08-30 04:59,40.3566,-96.9851
SHP-10104,2026-08-30 19:41,44.9655,-90.3446
SHP-10104,2026-08-31 10:22,34.4315,-81.589
SHP-10104,2026-09-01 01:04,31.2878,-83.3736
SHP-10104,2026-09-01 15:46,40.9523,-93.0334
SHP-10105,2026-09-01 04:37,30.3388,-93.1384
SHP-10105,2026-09-01 10:50,31.6404,-83.999
SHP-10105,2026-09-01 17:03,43.9488,-85.1902
SHP-10105,2026-09-01 23:17,37.7399,-88.9618
SHP-10105,2026-09-02 05:30,34.9648,-91.4726
SHP-10105,2026-09-02 11:43,36.9308,-84.0449
SHP-10106,2026-08-29 15:12,34.1752,-85.9248
SHP-10106,2026-08-30 09:57,41.9401,-88.453
SHP-10106,2026-08-31 04:42,41.9925,-89.2622
SHP-10106,2026-08-31 23:27,35.4869,-96.0585
SHP-10106,2026-09-01 18:12,31.7093,-86.586
SHP-10106,2026-09-02 12:57,37.3423,-80.6817
SHP-10107,2026-08-31 04:35,34.4617,-87.7103
SHP-10107,2026-08-31 10:10,31.2713,-97.321
SHP-10107,2026-08-31 15:44,31.7679,-93.8924
SHP-10107,2026-08-31 21:19,32.7457,-86.1313
SHP-10107,2026-09-01 02:53,37.6624,-91.6352
SHP-10107,2026-09-01 08:28,32.068,-92.3258
SHP-10108,2026-08-28 20:39,36.765,-98.9278
SHP-10108,2026-08-29 19:12,35.3856,-99.8083
SHP-10108,2026-08-30 17:46,32.048,-83.6957
SHP-10108,2026-08-31 16:20,44.4574,-89.8912
SHP-10108,2026-09-01 14:53,37.4245,-86.3061
SHP-10108,2026-09-02 13:27,36.2345,-83.2022
SHP-10109,2026-08-31 16:49,41.5882,-90.0937
SHP-10109,2026-09-01 01:41,37.6621,-88.5457
SHP-10109,2026-09-01 10:32,34.0183,-89.1379
SHP-10109,2026-09-01 19:23,44.8634,-89.1591
SHP-10109,2026-09-02 04:15,41.3518,-84.7999
SHP-10109,2026-09-02 13:06,36.6205,-95.6292
SHP-10110,2026-08-29 07:35,42.9157,-87.7948
SHP-10110,2026-08-29 23:52,36.4225,-87.677
SHP-10110,2026-08-30 16:10,41.7727,-83.7294
SHP-10110,2026-08-31 08:27,42.0816,-88.5985
SHP-10110,2026-09-01 00:44,37.9842,-88.0628
SHP-10110,2026-09-01 17:01,32.5257,-80.42
SHP-10111,2026-09-01 04:51,31.9033,-82.6784
SHP-10111,2026-09-01 10:25,33.7452,-85.7721
SHP-10111,2026-09-01 15:58,42.4272,-84.7705
SHP-10111,2026-09-01 21:32,40.1435,-90.2108
SHP-10111,2026-09-02 03:06,38.6614,-94.6257
SHP-10111,2026-09-02 08:39,36.2134,-90.9602
SHP-10112,2026-08-29 01:46,31.3971,-80.557
SHP-10112,2026-08-29 22:53,39.5226,-86.0542
SHP-10112,2026-08-30 20:01,42.7516,-84.0864
SHP-10112,2026-08-31 17:08,35.9657,-80.6374
SHP-10112,2026-09-01 14:15,42.3727,-90.1057
SHP-10112,2026-09-02 11:22,34.843,-94.3281
SHP-10113,2026-08-31 05:00,43.9415,-96.8403
SHP-10113,2026-08-31 16:22,36.8478,-80.1632
SHP-10113,2026-09-01 03:45,36.417,-80.0861
SHP-10113,2026-09-01 15:07,43.6411,-82.357
SHP-10113,2026-09-02 02:30,34.528,-82.5115
SHP-10113,2026-09-02 13:52,43.1489,-98.1332
SHP-10114,2026-08-30 23:57,40.5555,-99.9783
SHP-10114,2026-08-31 06:40,37.1521,-97.346
SHP-10114,2026-08-31 13:24,33.3929,-86.4003
SHP-10114,2026-08-31 20:07,30.1393,-86.0881
SHP-10114,2026-09-01 02:51,42.2566,-80.2369
SHP-10114,2026-09-01 09:34,36.3347,-97.3565
SHP-10115,2026-09-01 04:05,40.1571,-98.6318
SHP-10115,2026-09-01 10:40,38.4494,-87.7936
SHP-10115,2026-09-01 17:15,32.4617,-92.9762
SHP-10115,2026-09-01 23:50,33.1958,-85.0346
SHP-10115,2026-09-02 06:25,43.7984,-87.6785
SHP-10115,2026-09-02 13:00,36.6358,-95.6551
SHP-10116,2026-08-28 17:31,39.015,-85.5764
SHP-10116,2026-08-29 16:43,34.2738,-81.1744
SHP-10116,2026-08-30 15:56,30.4024,-83.0586
SHP-10116,2026-08-31 15:08,43.1374,-95.8911
SHP-10116,2026-09-01 14:20,39.1039,-96.2271
SHP-10116,2026-09-02 13:33,35.8763,-87.0766
SHP-10117,2026-08-30 04:58,35.4812,-86.3412
SHP-10117,2026-08-30 19:09,41.4409,-80.9109
SHP-10117,2026-08-31 09:20,41.5555,-99.6662
SHP-10117,2026-08-31 23:31,31.013,-94.7563
SHP-10117,2026-09-01 13:42,30.5974,-98.7906
SHP-10117,2026-09-02 03:53,41.8393,-89.8678
SHP-10118,2026-08-30 10:29,44.6147,-96.8925
SHP-10118,2026-08-31 01:18,34.9013,-88.2713
SHP-10118,2026-08-31 16:08,41.4484,-87.0032
SHP-10118,2026-09-01 06:57,39.6473,-93.7966
SHP-10118,2026-09-01 21:47,36.5623,-80.9314
SHP-10118,2026-09-02 12:36,33.5796,-95.1104
SHP-10119,2026-08-29 14:47,37.4462,-93.0659
SHP-10119,2026-08-30 09:48,37.7583,-83.5499
SHP-10119,2026-08-31 04:49,33.8887,-92.5626
SHP-10119,2026-08-31 23:50,41.2466,-82.5308
SHP-10119,2026-09-01 18:52,40.994,-97.6389
SHP-10119,2026-09-02 13:53,43.4985,-93.2998
SHP-10120,2026-09-01 06:36,32.3596,-84.5334
SHP-10120,2026-09-01 12:48,43.414,-86.5176
SHP-10120,2026-09-01 19:01,31.73,-85.1844
SHP-10120,2026-09-02 01:14,30.0385,-82.8262
SHP-10120,2026-09-02 07:27,30.1843,-99.0804
SHP-10120,2026-09-02 13:39,35.4596,-81.5955
SHP-10121,2026-08-31 07:06,37.5306,-81.9612
SHP-10121,2026-08-31 17:30,32.6902,-83.9132
SHP-10121,2026-09-01 03:55,44.7212,-80.9184
SHP-10121,2026-09-01 14:19,31.0339,-90.6981
SHP-10121,2026-09-02 00:43,34.2346,-83.1031
SHP-10121,2026-09-02 11:08,34.9095,-88.9382
SHP-10122,2026-08-29 15:00,38.1984,-84.0805
SHP-10122,2026-08-30 09:46,32.2585,-81.352
SHP-10122,2026-08-31 04:33,30.3587,-89.1691
SHP-10122,2026-08-31 23:19,39.5391,-86.1308
SHP-10122,2026-09-01 18:05,30.1439,-93.2997
SHP-10122,2026-09-02 12:52,41.3839,-92.4745
SHP-10123,2026-08-30 14:45,40.5127,-92.5502
SHP-10123,2026-08-31 00:27,44.6183,-98.302
SHP-10123,2026-08-31 10:09,31.4337,-97.3297
SHP-10123,2026-08-31 19:51,42.2994,-98.5034
SHP-10123,2026-09-01 05:33,38.5173,-91.3003
SHP-10123,2026-09-01 15:15,44.4633,-95.2646
SHP-10124,2026-08-30 18:32,32.4656,-90.6789
SHP-10124,2026-08-31 06:04,36.0977,-89.2815
SHP-10124,2026-08-31 17:37,44.4695,-95.8473
SHP-10124,2026-09-01 05:10,34.6246,-94.6998
SHP-10124,2026-09-01 16:42,31.7987,-96.8477
SHP-10124,2026-09-02 04:15,40.2908,-83.4723
SHP-10125,2026-08-28 17:02,36.0659,-90.956
SHP-10125,2026-08-29 16:23,41.2212,-95.0029
SHP-10125,2026-08-30 15:45,36.9306,-83.9221
SHP-10125,2026-08-31 15:07,32.0969,-99.7609
SHP-10125,2026-09-01 14:29,42.4556,-80.3487
SHP-10125,2026-09-02 13:51,31.9607,-83.5265
SHP-10126,2026-08-30 05:43,36.6515,-97.4242
SHP-10126,2026-08-30 21:30,43.5762,-83.4129
SHP-10126,2026-08-31 13:17,34.9732,-99.1461
SHP-10126,2026-09-01 05:04,36.9149,-96.6402
SHP-10126,2026-09-01 20:51,38.6083,-83.5663
SHP-10126,2026-09-02 12:38,35.925,-99.4104
SHP-10127,2026-08-31 11:08,37.4834,-82.3444
SHP-10127,2026-08-31 21:06,37.1855,-98.2456
SHP-10127,2026-09-01 07:04,35.7452,-91.6153
SHP-10127,2026-09-01 17:02,39.6398,-84.056
SHP-10127,2026-09-02 03:01,33.7372,-80.1183
SHP-10127,2026-09-02 12:59,38.1549,-99.6094
SHP-10128,2026-08-31 04:58,33.2853,-82.0847
SHP-10128,2026-08-31 16:16,41.6781,-98.8282
SHP-10128,2026-09-01 03:33,44.873,-89.4114
SHP-10128,2026-09-01 14:51,41.5026,-80.0079
SHP-10128,2026-09-02 02:09,44.6097,-97.9973
SHP-10128,2026-09-02 13:27,39.853,-94.6695
SHP-10129,2026-08-31 03:56,40.4644,-81.7204
SHP-10129,2026-08-31 14:42,30.4231,-85.9888
SHP-10129,2026-09-01 01:28,44.2134,-88.7279
SHP-10129,2026-09-01 12:14,38.4466,-96.2353
SHP-10129,2026-09-01 23:00,44.8201,-82.3675
SHP-10129,2026-09-02 09:46,37.3834,-93.8189
SHP-10130,2026-08-30 16:06,32.6619,-83.9515
SHP-10130,2026-08-31 01:47,43.0233,-98.8089
SHP-10130,2026-08-31 11:28,32.2157,-85.9061
SHP-10130,2026-08-31 21:08,32.1248,-97.7816
SHP-10130,2026-09-01 06:49,37.8944,-92.7022
SHP-10130,2026-09-01 16:30,31.088,-85.9092
SHP-10131,2026-08-28 16:19,40.6077,-88.7605
SHP-10131,2026-08-29 15:35,43.344,-87.7258
SHP-10131,2026-08-30 14:52,35.3524,-86.6894
SHP-10131,2026-08-31 14:09,42.2168,-92.4323
SHP-10131,2026-09-01 13:25,41.0099,-94.1097
SHP-10131,2026-09-02 12:42,32.6656,-99.964
SHP-10132,2026-08-28 21:34,41.1801,-95.2401
SHP-10132,2026-08-29 20:00,44.7357,-96.6423
SHP-10132,2026-08-30 18:25,43.2798,-98.2255
SHP-10132,2026-08-31 16:51,40.6345,-87.2179
SHP-10132,2026-09-01 15:16,43.2998,-91.0674
SHP-10132,2026-09-02 13:42,33.9782,-95.0092
SHP-10133,2026-08-29 15:40,31.5214,-90.4102
SHP-10133,2026-08-30 09:54,42.9608,-86.9806
SHP-10133,2026-08-31 04:07,40.3074,-96.7469
SHP-10133,2026-08-31 22:21,31.1056,-83.0848
SHP-10133,2026-09-01 16:35,34.4236,-93.6257
SHP-10133,2026-09-02 10:48,44.2749,-98.516
SHP-10134,2026-08-28 16:06,39.1098,-91.316
SHP-10134,2026-08-29 12:42,30.8033,-93.3781
SHP-10134,2026-08-30 09:18,44.616,-91.8144
SHP-10134,2026-08-31 05:54,38.3117,-81.4885
SHP-10134,2026-09-01 02:30,38.1019,-86.788
SHP-10134,2026-09-01 23:05,34.461,-98.0817
SHP-10135,2026-09-01 05:35,33.1043,-87.2362
SHP-10135,2026-09-01 08:50,44.6559,-90.5286
SHP-10135,2026-09-01 12:05,31.7326,-84.3025
SHP-10135,2026-09-01 15:21,37.0642,-82.1025
SHP-10135,2026-09-01 18:36,33.9751,-87.1627
SHP-10135,2026-09-01 21:51,35.8129,-92.5796
SHP-10136,2026-08-30 17:21,31.2856,-93.1242
SHP-10136,2026-08-31 06:52,38.1217,-80.5859
SHP-10136,2026-08-31 20:23,38.8459,-88.928
SHP-10136,2026-09-01 09:55,42.612,-83.6319
SHP-10136,2026-09-01 23:26,36.2795,-89.2897
SHP-10136,2026-09-02 12:57,43.0034,-90.5035
SHP-10137,2026-09-01 10:39,44.2388,-91.0192
SHP-10137,2026-09-01 15:57,44.2359,-96.6567
SHP-10137,2026-09-01 21:15,33.1784,-96.1455
SHP-10137,2026-09-02 02:32,30.6401,-98.4326
SHP-10137,2026-09-02 07:50,40.2469,-95.9616
SHP-10137,2026-09-02 13:07,42.3385,-97.0424
SHP-10138,2026-09-01 07:34,43.7574,-99.7527
SHP-10138,2026-09-01 13:29,40.5062,-88.2485
SHP-10138,2026-09-01 19:24,41.7253,-97.7496
SHP-10138,2026-09-02 01:19,32.2446,-88.6681
SHP-10138,2026-09-02 07:15,38.7402,-80.7034
SHP-10138,2026-09-02 13:10,31.5031,-97.8873
SHP-10139,2026-08-29 23:08,40.2122,-91.9656
SHP-10139,2026-08-30 16:06,35.9369,-82.4208
SHP-10139,2026-08-31 09:03,40.3577,-99.0142
SHP-10139,2026-09-01 02:01,37.1283,-94.6283
SHP-10139,2026-09-01 18:59,35.5866,-93.2427
SHP-10139,2026-09-02 11:57,41.9048,-93.781
SHP-10140,2026-09-01 01:05,39.6833,-96.2413
SHP-10140,2026-09-01 08:10,33.1709,-83.5206
SHP-10140,2026-09-01 15:14,41.1142,-84.8101
SHP-10140,2026-09-01 22:18,43.0078,-83.5797
SHP-10140,2026-09-02 05:23,37.729,-96.8206
SHP-10140,2026-09-02 12:27,34.6668,-89.8641
SHP-10141,2026-08-29 06:02,34.1097,-83.5299
SHP-10141,2026-08-30 02:36,37.5769,-87.2918
SHP-10141,2026-08-30 23:11,31.8581,-99.3887
SHP-10141,2026-08-31 19:45,35.587,-88.1191
SHP-10141,2026-09-01 16:20,32.6638,-82.5904
SHP-10141,2026-09-02 12:54,38.8032,-93.0048
SHP-10142,2026-09-01 09:14,33.101,-86.9683
SHP-10142,2026-09-01 14:33,37.6992,-82.7074
SHP-10142,2026-09-01 19:53,44.5071,-86.356
SHP-10142,2026-09-02 01:13,37.1115,-97.3537
SHP-10142,2026-09-02 06:32,32.598,-83.9827
SHP-10142,2026-09-02 11:52,33.3566,-87.8331
SHP-10143,2026-08-31 01:51,39.3541,-88.3103
SHP-10143,2026-08-31 13:43,30.1102,-80.0114
SHP-10143,2026-09-01 01:35,44.4973,-83.2124
SHP-10143,2026-09-01 13:26,38.4219,-88.1245
SHP-10143,2026-09-02 01:18,34.2402,-86.3117
SHP-10143,2026-09-02 13:10,37.2261,-93.2743
SHP-10144,2026-08-29 23:27,42.1504,-91.918
SHP-10144,2026-08-30 16:14,34.7938,-97.2014
SHP-10144,2026-08-31 09:01,30.3818,-90.0525
SHP-10144,2026-09-01 01:47,34.4341,-81.8618
SHP-10144,2026-09-01 18:34,36.069,-85.2654
SHP-10144,2026-09-02 11:21,38.7454,-80.1049
SHP-10145,2026-08-30 00:43,34.4068,-90.5844
SHP-10145,2026-08-30 15:38,41.1138,-85.4963
SHP-10145,2026-08-31 06:32,38.3855,-81.7475
SHP-10145,2026-08-31 21:27,44.2039,-82.0082
SHP-10145,2026-09-01 12:22,39.8165,-95.5549
SHP-10145,2026-09-02 03:16,33.3499,-82.5714
SHP-10146,2026-09-01 02:41,37.0833,-96.1091
SHP-10146,2026-09-01 04:13,31.7972,-86.386
SHP-10146,2026-09-01 05:45,37.9476,-91.7379
SHP-10146,2026-09-01 07:17,43.0627,-96.9844
SHP-10146,2026-09-01 08:48,44.8852,-93.1466
SHP-10146,2026-09-01 10:20,44.8079,-82.1431
SHP-10147,2026-09-01 06:14,41.4179,-96.6279
SHP-10147,2026-09-01 09:32,41.4673,-90.2085
SHP-10147,2026-09-01 12:51,41.4535,-98.2392
SHP-10147,2026-09-01 16:09,39.2172,-87.3302
SHP-10147,2026-09-01 19:27,36.0509,-80.6934
SHP-10147,2026-09-01 22:46,35.7497,-99.2455
SHP-10148,2026-09-01 12:16,31.5406,-89.9333
SHP-10148,2026-09-01 16:54,34.5917,-98.6943
SHP-10148,2026-09-01 21:32,30.6858,-81.0307
SHP-10148,2026-09-02 02:10,36.8389,-89.5942
SHP-10148,2026-09-02 06:48,37.8618,-91.3267
SHP-10148,2026-09-02 11:26,40.3017,-97.3242
SHP-10149,2026-08-29 08:02,38.8454,-96.6203
SHP-10149,2026-08-30 04:12,35.4989,-86.9892
SHP-10149,2026-08-31 00:22,30.5605,-82.4691
SHP-10149,2026-08-31 20:32,33.8368,-89.3053
SHP-10149,2026-09-01 16:42,30.7288,-80.1064
SHP-10149,2026-09-02 12:52,39.9295,-86.9286
